Author Info
Author,# Of Reviews,Product URL,Rating,Average Rating,Review Text,Review Date,Sentiment Score,Word Count,# LQ Words,Verified Purchase,Repeatability Percentage
Jennifer,192,NO URL DETECTED,5,0.0,fits well and washes well too,2016-11-24,0.870291,6,0,Yes,0.01111111111111111
Amazon Customer,14,NO URL DETECTED,1,0.0,"I had to return, the stitching was opened on one of the fingers, very soft and comfortable I might re-order",2018-10-08,0.866936,20,0,Yes,0.1111111111111111
Kindle Customer,46,https://www.amazon.ca/Metro-Holy-Man-Eddie-Murphy/dp/B0019ESNHS?ref=pf_vv_at_pdctrvw_dp,5,5.0,"Wanted to see Holy Man again (great movie, very funny). Metro was a surprise: excellent action movie kept me on the edge of my seat until the end.",2018-07-08,0.907512,28,0,Yes,0.014925373134328342
Kindle Customer,46,https://www.amazon.ca/Missing-Jack-Lemmon/dp/B00049QJ9I?ref=pf_vv_at_pdctrvw_dp,5,4.3,Memories from my university days. One of Costa-Gavras best. Very touching acting from Jack Lemmon and Sissy Spacek.,2018-07-08,0.8171806666666667,18,0,Yes,0.014925373134328342
Jennifer,192,https://www.amazon.ca/Beistle-60805-R-Suspenders-Party-Item/dp/B002RYS8FQ?ref=pf_vv_at_pdctrvw_dp,5,3.6,fit great good quality came fast!,2017-03-21,0.987682,6,0,Yes,0.01111111111111111
Amazon Customer,57,https://www.amazon.ca/Disney-Bedtime-Favorites-Book-Group/dp/1423160347?ref=pf_vv_at_pdctrvw_dp,4,4.8,Nice set of stories.,2017-02-10,0.963323,4,0,Yes,0.011764705882352924
Jennifer,192,https://www.amazon.ca/Bayer-Inc-SchollS-Destroyers-Deodorant/dp/B00BMHYFK6?ref=pf_vv_at_pdctrvw_dp,4,4.3,does the trick,2018-11-02,0.0,3,0,Yes,0.01111111111111111
Amazon Customer,55,https://www.amazon.ca/Under-Armour-Blitzing-Graphite-X-Large/dp/B00L2TIAIC?ref=pf_vv_at_pdctrvw_dp,5,4.5,Tag shows lower price than we paid but really nice hat regardless,2018-07-27,0.380102,12,0,Yes,0.015873015873015872
Matthew Wickware,21,https://www.amazon.ca/Magical-Butter-4Pack-LoveGlove-Silicone/dp/B01LZKVYX5?ref=pf_vv_at_pdctrvw_dp,5,5.0,"Love the product. The delivery was off a bit, but Optima stepped right up and made it right. Thanks",2018-09-05,0.31566,19,0,Yes,0.08333333333333331
Amazon Customer,57,https://www.amazon.ca/Petmate-FurBuster-Guillotine-Nail-Trimmer/dp/B008VRXTAM?ref=pf_vv_at_pdctrvw_dp,5,3.9,Just as advertised. Very effective.,2017-02-13,0.746981,5,0,Yes,0.011764705882352924
Amazon Customer,55,https://www.amazon.ca/Scooby-Doo-Where-Are-You-Complete/dp/B00961ENYI?ref=pf_vv_at_pdctrvw_dp,5,4.7,Bought this for my daughter for Christmas as a nostalgic kind of gift. great value on daily deals at 29.00. The mystery van package is super cute,2018-10-23,0.9474519999999998,27,0,Yes,0.015873015873015872
Amazon Customer,56,https://www.amazon.ca/Lysol-Disinfecting-Waterfall-Disinfectant-Sanitizing/dp/B0773TQYP3?ref=pf_vv_at_pdctrvw_dp,5,4.4,Momma bear loves these things with 3 monsters to go behind every day miss her life a little easier,2018-09-11,-0.579295,19,0,Yes,0.03448275862068964
Amazon Customer,56,https://www.amazon.ca/BOSTITCH-C12S120DG-Thickcoat-120-Inch-Collated/dp/B000F9WCUC?ref=pf_vv_at_pdctrvw_dp,5,5.0,Great product hopefully you don't need to remove them if u mess up if so use a reciprocal saw,2018-11-03,-0.250113,19,0,Yes,0.03448275862068964
Michael Hudson,43,https://www.amazon.ca/Bright-Outdoors-Solar-Camping-Lantern/dp/B0188DBZOA?ref=pf_vv_at_pdctrvw_dp,5,4.2,"Needs direct sunlight to charge, but great light and easy to use",2017-08-20,0.531884,12,0,Yes,0.016393442622950827
Amazon Customer,23,https://www.amazon.ca/THEE-Hanging-Animated-Talking-Halloween/dp/B0749LHN1Q?ref=pf_vv_at_pdctrvw_dp,1,2.1,Add says 3 hanging witches i got 1. Battery needs taping to stay put.,2018-10-25,0.031135000000000024,14,0,Yes,0.047619047619047616
Michael Hudson,43,https://www.amazon.ca/Nalgene-Stainless-Steel-Backpacker-32-Ounce/dp/B001GSQOCS?ref=pf_vv_at_pdctrvw_dp,5,4.6,"Great bottle and quick shipping. This bottle fits right inside the Stanley Adventure camp kit, then the Stanley kit fits inside a GSI cup. Combine all 3 together and they fit inside the Outdoor Sports water bottle army bag. No mods needed and you hav…",2016-12-21,0.7297899999999999,45,0,Yes,0.016393442622950827
Kindle Customer,46,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774/ref=cm_cr_arp_d_product_top?ie=UTF8,5,4.1,"Easy to assemble, works well, quiet.",2018-10-05,0.916166,6,0,Yes,0.014925373134328342
Client d'Amazon,9,https://www.amazon.ca/Timex-Womens-T5G881-Digital-Watch/dp/B000SZKHPA?ref=pf_vv_at_pdctrvw_dp,5,4.1,Bon produit!,2016-06-08,0.0,2,0,Yes,0.03333333333333333
Amazon Customer,23,https://www.amazon.ca/Zenna-2114NN-Tension-Corner-Nickel/dp/B005DS58JM?ref=pf_vv_at_pdctrvw_dp,5,3.8,Easy to install,2018-09-12,0.645675,3,0,Yes,0.047619047619047616
Jennifer,192,https://www.amazon.ca/Minecraft-Guide-Exploration-Mojang-Ab/dp/0399182012?ref=pf_vv_at_pdctrvw_dp,3,4.3,not an easy read for kids,2017-09-19,-0.625999,6,0,Yes,0.01111111111111111
Amazon Customer,57,https://www.amazon.ca/jeansian-Fashion-Jacket-Outerwear-Hoodie/dp/B00OCCD9KK?ref=pf_vv_at_pdctrvw_dp,5,2.3,"Bought for my boyfriend and he loves it. Fits just as expected and looks exactly as pictured. Wishes it didn't take such a long time to ship, but it arrived by the expected time.",2016-12-01,0.2057663333333333,34,0,Yes,0.011764705882352924
Amazon Customer,10,https://www.amazon.ca/Neewer-Reflector-Rotating-Holding-Carrying/dp/B00PIDCITU?ref=pf_vv_at_pdctrvw_dp,5,3.2,Flimsy and pain setting up but great value for the price!,2018-09-05,-0.312239,11,0,Yes,0.16666666666666663
scott morrell,56,https://www.amazon.ca/iCAN-Replacement-Adapter-150W-19-5V/dp/B0711DC3WW?ref=pf_vv_at_pdctrvw_dp,1,1.0,The adaptor that is pictured is not the adaptor that they sent me. I bought this because the image showed the EXACT SAME adaptor that i have for my laptop.…,2017-12-14,-0.1847125,30,0,Yes,0.023255813953488347
Amazon Customer,64,https://www.amazon.ca/Diamond-316L-Surgical-Steel-Nose/dp/B008OPBKL6?ref=pf_vv_at_pdctrvw_dp,3,4.2,Too thick for my nose hole,2016-05-06,-0.491298,6,0,Yes,0.009259259259259266
makaveli,43,https://www.amazon.ca/Anker-Braided-Auxiliary-Tangle-Free-Headphones/dp/B00R11WPK4?ref=pf_vv_at_pdctrvw_dp,5,4.6,Strong wire definitly buying it agian I use aux wire for the car any the seem to break some faster than other so far this one is still going strong…,2016-12-13,0.898772,30,0,Yes,0.01818181818181819
Sheila Borden,24,https://www.amazon.ca/Headset-Over-ear-Headphone-Microphone-Multi-platform/dp/B071J3PLG7?ref=pf_vv_at_pdctrvw_dp,5,3.9,My son uses for fortnite and says they are amazing.,2018-10-13,0.960298,10,0,Yes,0.03571428571428568
Amazon Customer,55,https://www.amazon.ca/NOW-Essential-Oils-Organic-Clove/dp/B000Z93JR2?ref=pf_vv_at_pdctrvw_dp,5,5.0,Works very well,2018-10-23,0.986081,3,0,Yes,0.015873015873015872
Amazon Customer,56,https://www.amazon.ca/Sashco-15020-Caulking-Mortar-Sealant/dp/B002S51S5Q?ref=pf_vv_at_pdctrvw_dp,5,5.0,Shipping was good price was a bit high I think. Haven’t used it yet,2018-11-27,0.2293175,14,0,Yes,0.03448275862068964
Shopaholic,7,https://www.amazon.ca/Xtra-Funky-Exclusive-Rotating-Function-Protector/dp/B00H91H54M?ref=pf_vv_at_pdctrvw_dp,5,3.6,Worth the money paid. Fits perfectly for my Ipad air :),2018-01-11,0.830091,10,0,Yes,0.2
makaveli,43,https://www.amazon.ca/Prestige-Medical-79-CBL-Standard-Sphygmomanometer/dp/B005PLY3PC?ref=pf_vv_at_pdctrvw_dp,5,3.6,Bought it as a gift for my gf. She love how the colour blue . Havet used it myself but she hasent complained lol But i can say it did arrive very fast,2016-12-13,0.7119626666666666,32,1,Yes,0.01818181818181819
Jennifer,192,https://www.amazon.ca/Story-Ferdinand-Munro-Leaf/dp/044845694X?ref=pf_vv_at_pdctrvw_dp,5,4.7,love this book,2016-11-24,0.971569,3,0,Yes,0.01111111111111111
Amazon Customer,3,https://www.amazon.ca/Now-Foods-Erythritol-natural-sweetener/dp/B000Z978SS?ref=pf_vv_at_pdctrvw_dp,5,4.3,Love that it doesn’t have that after taste that most of the sweetners have,2018-10-22,0.703725,14,0,Yes,0.14285714285714285
Joshua Kennedy,8,https://www.amazon.ca/MERRYA-Womens-Square-Sleeve-Cocktail/dp/B072LTLM3K?ref=pf_vv_at_pdctrvw_dp,5,4.1,I used this on my daughter's christening and I love how it looks and fit on me.,2018-12-06,0.991646,17,0,Yes,0.07142857142857142
Jennifer,192,https://www.amazon.ca/Cobbler-Adam-Sandler/dp/B00UKHJ07W?ref=pf_vv_at_pdctrvw_dp,5,4.5,as expected,2018-11-02,0.0,2,0,Yes,0.01111111111111111
Amazon Customer,55,https://www.amazon.ca/2018-Upgraded-Zapper-Light-Bulb/dp/B07F34YXQR?ref=pf_vv_at_pdctrvw_dp,2,3.7,"Disappointed with this product, is not working for us. It attracts flies but is not killing them.",2018-10-23,-0.1716665,17,0,Yes,0.015873015873015872
Jennifer,192,https://www.amazon.ca/Womens-Short-Sleeves-Cotton-Yellow/dp/B00DPY6EQC?ref=pf_vv_at_pdctrvw_dp,3,3.9,good color and style but it fit a bit smaller then expected,2017-03-21,0.784506,12,0,Yes,0.01111111111111111
Rizzle Dizzle,60,https://www.amazon.ca/1byone-Efficient-Hydroponic-Greenhouse-Vegetables/dp/B01GRK5VW8?ref=pf_vv_at_pdctrvw_dp,5,3.7,Led lights work well.,2018-01-06,0.667879,4,0,Yes,0.019999999999999993
scott morrell,56,NO URL DETECTED,2,0.0,This mouse doesn't work very well. I am constantly having to shake it and/or take the battery out and put it back in. It will randomly stop working and you have to lift it up off the desk and shake it.…,2017-01-31,-0.745532,41,0,Yes,0.023255813953488347
Saima Tazreen,33,https://www.amazon.ca/Vassarette-Womens-Comfortably-12674-X-Large/dp/B019HMHG8U?ref=pf_vv_at_pdctrvw_dp,4,4.4,"Though this is not something I would recommend for shapewear, it was perfect for thigh chafing prevention! I love the comfortable fabric and the fact that it does not roll up or down. I was able to walk all day wearing this without any discomfort. I bought …",2018-07-17,0.587413,47,0,Yes,0.018867924528301886
Amazon Customer,55,https://www.amazon.ca/Irish-Spring-Aloe-Deodorant-6x90g/dp/B00FGOR170?ref=pf_vv_at_pdctrvw_dp,5,4.4,My husbands favourite soap and I love the way it smells on him!,2018-10-23,0.973947,13,0,Yes,0.015873015873015872
Amazon Customer,8,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774/ref=cm_cr_arp_d_product_top?ie=UTF8,5,4.1,Maybe the best standing fan you can get at this price.,2018-11-09,0.693127,11,0,Yes,0.16666666666666666
Rizzle Dizzle,60,https://www.amazon.ca/Movie-43-Dennis-Quaid/dp/B00B4J2HXE?ref=pf_vv_at_pdctrvw_dp,5,3.5,Full of laughs,2017-10-05,0.952349,3,0,Yes,0.019999999999999993
Jacklyn Myers,1,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774?ref=pf_vv_at_pdctrvw_dp,1,4.1,I had this fan for less then three months and it had stopped working!!,2018-12-04,-0.463046,14,0,Yes,0.3333333333333333
Jessica McBride,10,https://www.amazon.ca/Upgraded-Poweradd-10000mAh-Portable-High-Speed/dp/B00MUJAQG2?ref=pf_vv_at_pdctrvw_dp,5,4.1,"Does the job, came fast!",2018-10-28,0.678093,5,0,Yes,0.07692307692307691
Joshua Kennedy,8,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774/ref=cm_cr_arp_d_product_top?ie=UTF8,1,4.1,Not even 24 hrs of use and already stopped working. Smells like burnt motor and won't turn on anymore.,2018-12-16,-0.933202,19,0,Yes,0.07142857142857142
Amazon Customer,27,https://www.amazon.ca/CRUSHER-Magnetic-Grinder-Tobacco-Catcher/dp/B009VRSTPQ?ref=pf_vv_at_pdctrvw_dp,5,4.5,Just received and happy with my purchase fast delivery too,2017-05-31,0.94903,10,0,Yes,0.0769230769230769
Jennifer,192,https://www.amazon.ca/Dragon-Honor-Dipping-Holders-Dressing/dp/B07GSZJPDF?ref=pf_vv_at_pdctrvw_dp,5,4.0,took a wile to revive but totally worth the wait the stand on their own or clip to the plate,2018-11-02,0.77896,20,0,Yes,0.01111111111111111
Amazon Customer,64,https://www.amazon.ca/Sonicare-Rechargeable-Toothbrush-HX6211-04/dp/B00LUN3LI4?ref=pf_vv_at_pdctrvw_dp,5,4.4,Great Christmas gifts for the parents. It did not take them long to adjust.,2018-03-21,0.4929325,14,0,Yes,0.009259259259259266
AJ,22,https://www.amazon.ca/King-Island-Percent-Coconut-Water/dp/B01HEJXH86?ref=pf_vv_at_pdctrvw_dp,4,4.2,It’s good and rates among the better tasting ones i’ve had,2018-11-14,0.934164,11,0,Yes,0.07692307692307694
Kindle Customer,46,https://www.amazon.ca/JETech-Screen-Protector-Samsung-Tempered/dp/B0132XCT0U?ref=pf_vv_at_pdctrvw_dp,4,4.1,Arrived with a small crack on the top right hand corner. I installed it anyway.,2018-06-15,0.8266015,15,0,Yes,0.014925373134328342
Joshua Kennedy,8,https://www.amazon.ca/Birthday-Decorations-Balloons-Flowers-PAXCOO/dp/B0776L88C7?ref=pf_vv_at_pdctrvw_dp,5,4.5,They go together with the balloon letters I purchased. Very easy to put together and looks great!,2018-12-06,0.497913,17,0,Yes,0.07142857142857142
Typhanie,9,https://www.amazon.ca/Pregnancy-Originally-Washable-Cover-U-Shaped/dp/B01B5ITXMQ?ref=pf_vv_at_pdctrvw_dp,5,4.5,"Incredably comfortable, made my sleep during my pregnancy much better.",2018-11-29,0.628702,10,0,Yes,0.12499999999999999
Amazon Customer,3,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774/ref=cm_cr_arp_d_product_top?ie=UTF8,1,4.1,"Well, not fast enough.. blades are just moving fast but not providing any good air conditioning.",2018-10-22,-0.813091,16,0,Yes,0.14285714285714285
Client d'Amazon,9,https://www.amazon.ca/Play-Doh-Doctor-Drill-Fill-Set/dp/B01BYBUWOW?ref=pf_vv_at_pdctrvw_dp,5,4.7,Super jouet! Mon garçon passé des heures de plaisir!,2017-12-03,0.478113,9,0,Yes,0.03333333333333333
scott morrell,56,https://www.amazon.ca/3-pack-Stainless-Replacement-Select-Ducane/dp/B00HVX6L34?ref=pf_vv_at_pdctrvw_dp,5,4.1,Fits perfectly,2017-01-31,0.913034,2,0,Yes,0.023255813953488347
Amazon Customer,56,https://www.amazon.ca/AUKEY-Bluetooth-Dual-Driver-Waterproof-Shock-Resistant/dp/B01ELBHD4E?ref=pf_vv_at_pdctrvw_dp,5,4.6,Works Great currently using with the Amazon basics 3.5 mm male to male audio cable,2018-05-30,0.0,15,0,Yes,0.03448275862068964
Eldon Cooper,8,https://www.amazon.ca/Schmidts-Deodorant-Fragrance-Free-3-25/dp/B018K3RMUY?ref=pf_vv_at_pdctrvw_dp,5,3.5,Fabulous stuff! First natural deodorant I've used that actually works. No fragrance. No stinky sweaty smell. Lasts 24 hours. AND......no aluminum,2018-04-04,0.3220711666666667,21,0,Yes,0.1
Shaf,4,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774/ref=cm_cr_arp_d_product_top?ie=UTF8,5,4.1,Very good,2018-10-18,0.0,2,0,Yes,1.0
Amazon Customer,57,https://www.amazon.ca/TOMNEW-Himalayan-Himalayas-Himilian-Negative/dp/B078BN5ZX4?ref=pf_vv_at_pdctrvw_dp,4,3.7,Very nice but doesn't seem very durable and the glass seems low quality. Otherwise very cute and a wide span of colours.,2018-09-06,0.5940455,22,0,Yes,0.011764705882352924
Eldon Cooper,8,https://www.amazon.ca/Lover-Fire-Generation-Vibrator-Stimulator/dp/B010P3NADA?ref=pf_vv_at_pdctrvw_dp,3,3.0,not as good as expected,2015-08-30,-0.820299,5,0,Yes,0.1
Saima Tazreen,33,https://www.amazon.ca/Zodaca-Removal-Sponge-Brushes-Swiftly/dp/B01IQUBVYE?ref=pf_vv_at_pdctrvw_dp,3,4.3,The quality is poor and not at all worth the price.,2018-08-17,-0.847839,11,0,Yes,0.018867924528301886
AJ,22,https://www.amazon.ca/Portable-Oscillation-Overheating-Protection-MIBOTE/dp/B07HML566X?ref=pf_vv_at_pdctrvw_dp,3,4.2,It’s hot but doesn’t have temp control aside from always on high medium or fan.,2018-11-14,-0.730574,15,0,Yes,0.07692307692307694
M Jean Sommerdyk,2,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774/ref=cm_cr_arp_d_product_top?ie=UTF8,4,4.1,Decent quality considering the price,2018-11-25,0.813103,5,0,Yes,0.25
Jennifer,192,https://www.amazon.ca/Star-Wars-B2358-Battleship-Game/dp/B00ZR2TVO2?ref=pf_vv_at_pdctrvw_dp,4,3.9,as expected,2017-09-19,0.0,2,0,Yes,0.01111111111111111
Kindle Customer,46,https://www.amazon.ca/Anbee-Carrying-Portable-Shoulder-Controller/dp/B07D59ZZ8W?ref=pf_vv_at_pdctrvw_dp,4,4.5,"Solid case, I feel my drone and accessories are well protected. Can probably withstand rain and snow as well as reasonable shocks.",2018-11-29,0.756054,22,0,Yes,0.014925373134328342
Amazon Customer,57,https://www.amazon.ca/Wimaha-Silicone-Recyclable-Universal-Water-Drop/dp/B0793MY3KJ?ref=pf_vv_at_pdctrvw_dp,4,4.2,"Wish it was a little cheaper, but works perfectly.",2018-12-03,0.416639,9,0,Yes,0.011764705882352924
Amazon Customer,27,https://www.amazon.ca/Pawfly-Aquarium-Distributor-Splitter-Non-return/dp/B01N2K46XR?ref=pf_vv_at_pdctrvw_dp,5,3.9,Product is fine but it was the wrong size for my system my fault,2018-11-16,-0.356554,14,0,Yes,0.0769230769230769
Amazon Customer,27,https://www.amazon.ca/Hydrofarm-HGPP400C-Precision-Curved-Pruner/dp/B005449D3W?ref=pf_vv_at_pdctrvw_dp,5,4.7,Chop chop still have mi e and love them,2018-11-16,0.770359,9,0,Yes,0.0769230769230769
Amazon Customer,55,https://www.amazon.ca/Just-My-Size-Racerback-Fuchsia/dp/B071CXFNW4?ref=pf_vv_at_pdctrvw_dp,5,4.3,"Nice shirt, material is good quality and colours are vibrant. It fits perfectly.",2018-10-23,0.9743435,13,0,Yes,0.015873015873015872
Jennifer,192,https://www.amazon.ca/Kidde-Battery-Operated-Photoelectric-Sensor-21026053/dp/B000PW5UWG?ref=pf_vv_at_pdctrvw_dp,5,4.0,works as expected,2018-11-02,0.627772,3,0,Yes,0.01111111111111111
scott morrell,56,https://www.amazon.ca/GEEKHOM-Non-Slip-Non-Stick-Silicone-barbecue/dp/B01FZ0PZZE?ref=pf_vv_at_pdctrvw_dp,4,4.7,The little stands are such a good idea. The only issue is that if you have any liquid or saucey stuff on the grabber ends they drip on the counter so we end up putting the spoon rest under them anyhow.,2018-07-17,0.10481249999999998,41,0,Yes,0.023255813953488347
scott morrell,56,https://www.amazon.ca/GLX-FLO-RP-Assembly-Replacement-Chlorine-Generators/dp/B0030E3US2?ref=pf_vv_at_pdctrvw_dp,5,5.0,Exactly as advertised!,2015-07-07,0.745915,3,0,Yes,0.023255813953488347
Nida F.,3,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774?ref=pf_vv_at_pdctrvw_dp,5,4.1,A good buy for the money I paid for it! It’s basic and gets the job done.,2018-10-27,0.915152,17,0,Yes,0.14285714285714282
Saima Tazreen,33,https://www.amazon.ca/Bluetooth-RENPHO-Rechargeable-Bathroom-Wireless/dp/B079DQ7JK6?ref=pf_vv_at_pdctrvw_dp,5,4.6,What I love about this is that the glass top looks extremely fancy and that it has bluetooth connectivity. It arrived fast. The instructions given in the booklet were very descriptive and helpful. I connected it to my phone and it gave me almost every sin…,2018-09-13,0.6655457499999999,46,0,Yes,0.018867924528301886
Jennifer,192,https://www.amazon.ca/Superhero-Supplies-Favors-Costumes-Accessories/dp/B072HXPTH8?ref=pf_vv_at_pdctrvw_dp,5,3.9,great quality can use them many times,2018-11-02,0.930651,7,0,Yes,0.01111111111111111
Amazon Customer,57,https://www.amazon.ca/Edota-3-Pack-Braided-Charging-Android/dp/B01N2S13GQ?ref=pf_vv_at_pdctrvw_dp,3,3.0,Worked great at first. After a while they wore out pretty quickly.,2017-12-27,0.8647665,12,0,Yes,0.011764705882352924
sylvie Rodeghiero,20,https://www.amazon.ca/Newbestyle-Women-Hooded-Leather-Jacket/dp/B075FM3F3X?ref=pf_vv_at_pdctrvw_dp,5,4.3,very happy with it I just love it,2018-10-01,0.997354,8,0,Yes,0.16666666666666666
Matthew Wickware,21,https://www.amazon.ca/Magical-Butter-Making-Machine/dp/B00PBFZNHY?ref=pf_vv_at_pdctrvw_dp,5,4.1,Performs beyond expectations.,2018-07-31,0.719198,3,0,Yes,0.08333333333333331
Allrounder,12,https://www.amazon.ca/How-Be-Viking-Cressida-Cowell-ebook/dp/B00FK90ILW?ref=pf_vv_at_pdctrvw_dp,5,5.0,My face is full of warts and wrinkles I always try to get free wifi me fart jjiggles pew pew chewse llamacorn shy guy!!I am not lying!!,2018-09-15,-0.027811000000000013,27,0,Yes,0.022222222222222216
Jennifer,192,https://www.amazon.ca/Alex-Shrinky-Dinks-Midnight-Jewelry/dp/B003B7FBQW?ref=pf_vv_at_pdctrvw_dp,5,4.6,supper fun,2017-09-19,0.985922,2,0,Yes,0.01111111111111111
Amazon Customer,14,https://www.amazon.ca/Vans-Slim-Unisex-sneakers-Shoes/dp/B00AMJH0HU?ref=pf_vv_at_pdctrvw_dp,5,5.0,these are my favourite shoes! what a great deal!,2018-03-23,0.9749464999999999,9,0,Yes,0.1111111111111111
Jennifer,192,https://www.amazon.ca/Moroccanoil-Luminous-Hairspray-Strong-Ounce/dp/B007B3T47Y?ref=pf_vv_at_pdctrvw_dp,5,4.3,as expected,2018-11-02,0.0,2,0,Yes,0.01111111111111111
Matthew Wickware,21,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774/ref=cm_cr_arp_d_product_top?ie=UTF8,5,4.1,Nothing fancy butworks like a charm.,2018-10-02,0.522418,6,0,Yes,0.08333333333333331
Jennifer,192,https://www.amazon.ca/Gonex-Lightweight-Packable-Backpack-Travelling/dp/B0188EF69E?ref=pf_vv_at_pdctrvw_dp,4,4.7,folds up good not sure if it will last the whole school year,2017-09-19,0.337941,13,0,Yes,0.01111111111111111
Jennifer,192,https://www.amazon.ca/Batman-Animated-4-Various/dp/B000B7QCHC?ref=pf_vv_at_pdctrvw_dp,4,4.6,as expected,2017-09-19,0.0,2,0,Yes,0.01111111111111111
Amazon Customer,8,https://www.amazon.ca/colorful-nursery-bedroom-Removable-birthday/dp/B00D5XBUR6?ref=pf_vv_at_pdctrvw_dp,4,4.0,Looks great and went on easily. Beautiful colors,2018-09-20,0.9744079999999999,8,0,Yes,0.07692307692307694
Amazon Customer,9,https://www.amazon.ca/SKLZ-Baseball-Softball-Pitchback-Rebound/dp/B003D6FDBY?ref=pf_vv_at_pdctrvw_dp,1,3.7,Finally put together for my son. The red ribbon is separate and cheaply done. So disappointed with this. Would not purchase.,2018-03-23,-0.005335250000000014,21,0,Yes,0.1111111111111111
Amazon Customer,64,https://www.amazon.ca/Sleeping-Registered-Hypoallergenic-CertiPUR-US-Adjustable/dp/B071LHNBZX?ref=pf_vv_at_pdctrvw_dp,4,4.4,These definitely improved my sleep since I got them. Wish they were a tad fluffier. The I nside foam is accessible to remove some padding so may try to shuffle the insides around a bit and see if I can customize it to my neck a bit better.,2018-12-10,0.215498,48,0,Yes,0.009259259259259266
Mike Philpott,21,https://www.amazon.ca/Compression-Athletic-CrossFit-Pregnancy-Circulation/dp/B0773S1PG2?ref=pf_vv_at_pdctrvw_dp,5,4.6,They fit perfectly,2018-08-17,0.973758,3,0,Yes,0.062499999999999986
Amazon Customer,57,https://www.amazon.ca/2-Pack-Protector-PThink-Coverage-Tempered/dp/B01N1RKQI0?ref=pf_vv_at_pdctrvw_dp,4,4.3,Held up pretty well after a few months already. Only used one so far and just have a tiny scratch on it after multiple drops.,2018-05-11,0.04319299999999998,25,0,Yes,0.011764705882352924
Jennifer,192,https://www.amazon.ca/Whitmor-6325-833-Deluxe-Elements-Ironing/dp/B002M37W4U?ref=pf_vv_at_pdctrvw_dp,5,4.5,love this fits and works great,2016-11-24,0.996848,6,0,Yes,0.01111111111111111
neighbour2thenorth,25,https://www.amazon.ca/Instrument-Microdermabrasion-Dermabrasion-Extraction-Tightening/dp/B071CPQ6HW?ref=pf_vv_at_pdctrvw_dp,4,4.0,It didn't work out for me but the company was kind enough to refund all my money.,2017-06-28,-0.464111,17,0,Yes,0.05
Michael Hudson,43,https://www.amazon.ca/Lucifer-Father-Cain-Zen-Garcia/dp/0557369088?ref=pf_vv_at_pdctrvw_dp,5,5.0,Great book. Quick shipping. Thanks,2016-10-14,0.31558400000000003,5,0,Yes,0.016393442622950827
sylvie Rodeghiero,20,https://www.amazon.ca/Antiqued-Thailand-Elephant-Chamilia-Bracelet/dp/B00T631GVY?ref=pf_vv_at_pdctrvw_dp,5,3.7,Love it,2018-08-20,0.0,2,0,Yes,0.16666666666666666
Jennifer,192,https://www.amazon.ca/WATERFLY-Shoulder-Backpack-Bicycle-Daypack/dp/B01EUETCCI?ref=pf_vv_at_pdctrvw_dp,3,4.2,It was a bit small but good quality and love the color,2017-03-21,0.968743,12,0,Yes,0.01111111111111111
neighbour2thenorth,25,https://www.amazon.ca/Whats-Great-about-Christianity-Study/dp/1414332106?ref=pf_vv_at_pdctrvw_dp,5,5.0,"Love all Dinesh D'Souza's books. I would also highly recommend you read ""The Roots of Obama's Rage"".",2015-08-14,0.936581,17,0,Yes,0.05
Jennifer,192,https://www.amazon.ca/Inkworks-IW4004-Comics-Superman-Pens/dp/B00BOB654E?ref=pf_vv_at_pdctrvw_dp,5,5.0,exactly as expected,2017-09-19,0.0,3,0,Yes,0.01111111111111111
Amazon Customer,23,https://www.amazon.ca/Paw-Patrol-Launch-Lookout-Tower/dp/B019K8KM14?ref=pf_vv_at_pdctrvw_dp,2,3.6,The item has its issues. To give it a great rating as an adult it would rate a 3 star. As for my child that played with it a few times it would be a 5. Issues with the launcher and the general setup is just ok. This was bought for a birthday gift and worked for t…,2017-06-09,0.058913400000000025,58,0,Yes,0.047619047619047616
Denny Samuel Thomas,1,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774/ref=cm_cr_arp_d_product_top?ie=UTF8,5,4.1,Awesome fan though the parts are not of high quality. It serves the people,2018-10-17,0.831029,14,0,Yes,0.2
Amazon Customer,57,https://www.amazon.ca/Akribos-XXIV-AKR444SS-Automatic-Skeleton/dp/B0043P7E52?ref=pf_vv_at_pdctrvw_dp,5,5.0,Bought as a present for my boyfriend for a gift as he has always wanted a decent skeleton watch but has been too picky to ever get one himself. He absolutely loves it. He is a big watch person and has many other watches that were much more expen…,2017-05-04,0.20792766666666665,49,0,Yes,0.011764705882352924
